SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
jpbw,USA,575000,745000,4,-1684,1603,-1603,0,0,0,0,0,46,34,-80,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,6e+05,820000,3,-65,0,0,0,0,13,-13,0,0,0,52,-52,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,6e+05,795000,5,-358,0,0,0,0,52,-52,292,-221,-63,-8,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,6e+05,770000,4,-1159,0,0,0,0,0,0,1000,-515,-471,-14,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,625000,795000,6,-608,0,0,0,0,3,100,208,172,-455,-28,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,625000,770000,6,-836,0,0,0,0,203,544,-649,5,-84,-19,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,650000,745000,4,-619,533,-533,0,0,0,0,77,-68,-9,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,650000,720000,3,-162,107,-107,0,0,0,0,0,0,0,55,-55,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,675000,795000,3,-392,0,0,0,0,0,0,310,-153,-157,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,675000,770000,6,-1022,0,0,0,0,0,140,544,29,-655,-19,-39,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,675000,745000,8,-549,0,0,5,-5,0,127,-31,49,-77,77,-145,95,-95,0,0,0,0,0,0,0,0,0
jpbw,USA,675000,720000,6,-279,0,0,0,0,0,85,59,68,-103,23,-132,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,7e+05,820000,3,-276,0,0,0,0,0,0,0,258,-198,-60,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,7e+05,795000,4,-79,0,0,19,-19,0,0,57,-57,3,-3,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,7e+05,770000,8,-2036,0,0,37,-37,22,222,1447,-1082,-207,-344,-58,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,7e+05,745000,9,-1164,33,-33,91,-91,95,37,174,183,135,-592,-32,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,7e+05,720000,4,-45,23,-23,0,0,0,0,0,6,14,-20,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,725000,820000,3,-734,0,0,0,0,0,0,0,197,443,-640,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,725000,795000,6,-2151,0,0,0,0,540,29,-354,-75,1071,-1211,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,725000,770000,5,-291,0,0,0,0,175,-91,-84,15,2,-17,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,725000,570000,3,-23,0,0,0,0,0,14,-1,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,725000,520000,3,-183,0,0,0,0,162,-162,43,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,750000,845000,4,-143,0,0,0,0,0,138,-138,5,1,-6,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,750000,820000,4,-927,0,0,0,0,0,213,-213,327,175,-502,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,750000,795000,6,-180,0,0,0,0,39,65,-54,27,-47,-30,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,750000,770000,3,-14,0,0,0,0,0,13,0,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,750000,520000,3,-251,0,0,0,0,186,-86,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,750000,495000,6,-350,0,0,0,0,174,-99,130,-189,-16,0,0,0,0,0,43,-43,0,0,0,0,0,0
jpbw,USA,775000,845000,8,-1877,0,0,98,706,533,440,-1692,-52,191,-224,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,775000,820000,7,-1082,0,0,51,-13,853,-75,-816,10,3,-13,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,775000,770000,5,-322,0,0,0,0,76,165,-89,-152,2,-2,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,775000,545000,5,-461,0,0,0,171,220,-185,-202,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,775000,520000,5,-1505,0,0,0,364,799,-524,-591,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,775000,495000,6,-938,0,0,0,0,527,-249,81,-226,-133,0,0,0,0,0,7,-7,0,0,0,0,0,0
jpbw,USA,8e+05,845000,6,-1049,0,0,77,360,437,166,-1040,0,84,-84,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,8e+05,820000,6,-410,0,0,32,-9,302,11,-336,0,7,-7,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,8e+05,795000,15,-3672,0,109,0,2824,-493,-1348,359,-1329,285,-407,31,-31,0,0,0,0,51,-33,3,-8,-4,-9
jpbw,USA,8e+05,770000,3,-38,16,-16,0,0,22,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,8e+05,595000,4,-101,-136,0,0,0,30,-30,0,84,-84,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,825000,820000,6,-529,0,119,-119,349,-95,-238,-16,0,21,-21,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,825000,795000,11,-839,0,5,-5,563,-28,-174,175,-536,147,-147,0,0,0,0,0,0,26,4,-8,-19,-3,0
jpbw,USA,825000,695000,3,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,-32,0,0,0,0
jpbw,USA,825000,620000,9,-239,-7,8,25,-33,91,-91,29,52,12,-93,0,0,0,0,0,0,6,-6,0,0,0,0
jpbw,USA,825000,595000,14,-1474,-24,24,53,-78,689,-624,82,477,-389,-235,0,0,0,0,56,35,10,-86,-15,0,0,0
jpbw,USA,825000,570000,5,-173,0,0,82,-82,43,-43,0,46,-44,-2,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,825000,545000,4,-379,0,0,0,0,1,-1,0,0,377,-376,-1,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,850000,670000,5,-186,0,0,14,-14,155,-146,-9,0,0,0,0,0,0,0,0,8,-8,0,0,0,0,0
jpbw,USA,850000,645000,7,-507,0,17,-17,0,247,-247,9,-9,109,-109,0,0,0,0,0,54,58,-112,0,0,0,0
jpbw,USA,850000,620000,12,-1953,-96,485,-490,0,505,-423,-78,59,129,-192,0,0,0,0,46,506,177,-729,0,0,0,0
jpbw,USA,850000,595000,15,-3977,-923,267,1779,-2049,887,860,-404,0,316,-1659,0,0,253,1086,-1213,1310,226,-1662,0,0,0,0
jpbw,USA,850000,570000,8,-79,-92,0,9,-9,0,0,40,-36,10,-14,0,0,0,0,0,11,-2,-9,0,0,0,0
jpbw,USA,850000,545000,7,-259,0,0,8,-8,21,-21,0,5,83,-88,0,97,-97,0,0,40,-40,0,0,0,0,0
jpbw,USA,875000,695000,3,-34,0,0,6,-6,0,0,0,0,0,28,-28,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,875000,670000,10,-1163,0,84,67,-151,456,-348,-78,-30,28,1,-29,0,0,0,0,290,106,-396,0,0,0,0
jpbw,USA,875000,645000,9,-818,0,4,617,-621,36,-36,8,-8,0,6,-6,83,-83,0,0,48,108,-156,0,0,0,0
jpbw,USA,875000,620000,13,-1884,-331,0,187,-187,1082,-1003,-38,60,367,-451,-17,0,0,13,13,878,-581,-323,0,0,0,0
jpbw,USA,875000,595000,14,-3297,-1700,0,308,-308,808,252,282,-745,-271,-318,-8,0,155,1025,-1164,1058,-4,-1070,0,0,0,0
jpbw,USA,875000,570000,14,-1195,-958,3,369,-372,612,-574,87,86,16,-211,-16,61,-61,34,-34,326,-68,-258,0,0,0,0
jpbw,USA,9e+05,770000,3,-194,14,-14,180,-180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,9e+05,695000,3,-30,0,8,-8,22,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,9e+05,670000,5,-239,0,8,-8,75,80,-155,0,0,0,0,0,0,0,0,0,0,14,-14,0,0,0,0
jpbw,USA,9e+05,620000,11,-1816,-228,0,391,1217,-326,-923,-337,4,-26,0,0,0,0,167,-167,469,-239,-230,0,0,0,0
jpbw,USA,9e+05,595000,14,-2080,-821,0,8,1090,-568,890,-1367,218,-174,-97,0,0,194,112,-283,756,410,-1189,0,0,0,0
jpbw,USA,9e+05,570000,3,-62,-421,0,0,0,0,0,0,0,0,0,0,62,-62,0,0,0,0,0,0,0,0,0
jpbw,USA,925000,695000,3,-43,0,11,-11,0,32,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,925000,670000,3,-113,0,14,-14,0,99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,925000,620000,6,-136,-2,0,16,105,-121,19,-19,0,0,0,0,0,0,0,0,0,10,-10,0,0,0,0
jpbw,USA,925000,595000,11,-3294,-167,0,1748,-1586,130,2120,-1547,-722,-128,-15,0,0,0,0,0,274,508,-782,0,0,0,0
jpbw,USA,925000,570000,11,-1952,-656,0,460,-460,1836,602,-2215,-174,2,-51,0,0,0,0,0,222,162,-384,0,0,4,-4
jpbw,USA,950000,595000,7,-309,0,0,193,-193,34,15,-41,12,-20,0,0,0,0,0,0,0,27,-27,0,0,0,0
jpbw,USA,950000,570000,5,-44,-209,0,0,0,0,0,0,19,-10,-9,0,0,0,0,0,0,18,-18,0,0,0,0
