SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
fe,USA,-2025000,5e+05,13,0,0,0,0,0,0,0,0,4,49,-45,-8,30,28,77,-85,268,264,246,-250,-23,624,-1179
fe,USA,-2025000,475000,15,0,0,0,0,0,0,0,0,36,11,-45,135,116,-126,63,-152,354,121,271,-380,11,151,-564
fe,USA,-2025000,450000,15,0,0,0,0,0,0,0,1,0,1,30,94,213,-180,-46,-61,175,350,-6,573,-349,210,-1005
fe,USA,-2025000,425000,14,0,0,0,0,0,0,0,2,-2,8,-3,7,228,-188,-30,-3,9,503,124,-91,-44,410,-930
fe,USA,-2025000,4e+05,14,0,0,0,0,0,0,0,4,-4,1,0,8,128,-131,-1,2,172,97,-18,-235,213,486,-722
fe,USA,-2025000,375000,15,0,0,0,0,0,0,0,3,-1,-1,5,10,449,-429,-28,25,374,-236,516,-316,-83,732,-1020
fe,USA,-2025000,350000,16,0,0,0,0,0,0,2,10,17,-26,-2,54,399,-364,-37,-24,550,-426,426,54,276,-53,-856
fe,USA,-2025000,325000,18,0,8,-8,0,10,-10,345,-243,-89,26,-36,139,551,-627,-53,128,241,-176,850,303,-719,840,-1480
fe,USA,-2025000,3e+05,15,0,0,0,1,-1,0,412,-409,-3,1,-1,12,245,-234,-7,30,246,-239,667,107,-483,-120,-224
fe,USA,-2025000,275000,15,0,0,0,0,0,0,829,-633,-196,30,-29,122,328,-20,-428,36,321,-350,1155,-268,687,-973,-611
fe,USA,-2025000,250000,14,0,0,0,0,0,38,15,-53,0,0,1,74,-21,-32,-18,10,184,-108,184,8,137,-401,-18
fe,USA,-2025000,225000,9,0,0,0,0,0,0,0,0,0,0,0,29,17,-46,4,-1,-2,78,124,-201,99,-101,0
fe,USA,-2025000,2e+05,9,0,0,0,0,0,0,0,0,0,0,0,4,-1,-3,0,1,0,5,91,-19,-77,2,-3
fe,USA,-2025000,75000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-13,10,-13,0
fe,USA,-2025000,-375000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,68,-84,73,-61,-12
fe,USA,-2e+06,1075000,4,0,0,0,0,0,1,-1,0,0,0,0,1,-1,1,-1,0,0,0,1,-1,0,0,0
fe,USA,-2e+06,1050000,3,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,2,-2,2,-2,0,0,0
fe,USA,-2e+06,975000,3,0,0,0,0,0,0,0,0,1,0,-1,0,2,-2,0,0,0,0,0,0,0,0,0
fe,USA,-2e+06,950000,5,0,1,-1,0,2,-2,2,-2,10,-9,-1,0,0,0,0,0,0,0,0,0,0,0,0
fe,USA,-2e+06,925000,3,0,0,0,0,2,-2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,2,-2,0
fe,USA,-2e+06,9e+05,4,0,0,0,0,2,-2,12,-7,-5,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
fe,USA,-2e+06,875000,8,0,0,0,0,10,-10,39,-33,-5,0,0,-1,0,0,0,0,0,1,-1,0,0,1,-1
fe,USA,-2e+06,850000,9,0,0,0,1,50,-45,17,-9,-11,-2,-1,0,0,0,0,0,0,0,1,0,-1,0,0
fe,USA,-2e+06,825000,3,0,0,0,0,3,-3,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,2,-2,0
fe,USA,-2e+06,8e+05,9,0,0,0,18,-5,17,13,-14,-26,-3,0,0,0,0,0,0,0,0,3,-2,2,-3,0
fe,USA,-2e+06,775000,8,0,0,0,1,22,9,29,-4,-54,-3,0,0,0,0,1,-1,0,1,-1,0,0,0,0
fe,USA,-2e+06,750000,12,0,0,0,9,9,44,106,-100,-45,-12,-9,-2,0,0,0,0,0,0,13,-10,-2,0,-1
fe,USA,-2e+06,725000,11,0,0,0,1,10,14,9,-26,-7,0,-1,0,1,-1,0,0,1,-1,0,0,2,-1,-1
fe,USA,-2e+06,7e+05,12,0,0,0,0,0,8,-5,-3,0,0,2,3,-4,2,-2,-1,1,1,1,-3,1,0,-1
fe,USA,-2e+06,675000,14,0,0,0,0,1,25,-5,-15,-2,12,-4,-12,58,-36,-22,0,0,1,3,5,-7,16,-18
fe,USA,-2e+06,650000,21,1,0,-1,6,-4,4,34,-33,5,1,193,-203,29,43,-74,10,25,-31,5,10,-16,72,-76
fe,USA,-2e+06,625000,21,-4,1,-1,10,38,23,94,-100,-3,31,12,-98,106,-58,-31,-17,6,12,32,-12,-25,101,-121
