SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
wpb,USA,-2e+06,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,81,395,-455,-28,0,0
wpb,USA,-2e+06,-350000,3,0,0,0,0,0,0,0,0,0,0,7,-7,2,0,-2,0,0,0,0,0,0,0,0
wpb,USA,-2e+06,-375000,6,0,0,0,0,0,0,0,0,0,0,3,-2,-1,0,0,2,38,-40,96,-96,5,-5,0
wpb,USA,-1975000,675000,4,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-1,0,0,2,-1,-1
wpb,USA,-1975000,650000,5,0,0,0,0,0,0,1,-1,0,4,-3,-1,0,0,0,0,4,-4,0,2,-2,0,0
wpb,USA,-1975000,625000,8,0,0,0,0,0,0,0,0,0,1,0,1,0,-2,0,11,22,-32,-1,3,-3,0,0
wpb,USA,-1975000,6e+05,13,0,0,0,0,0,4,-4,0,0,7,-4,2,39,-44,1,-1,3,-2,0,8,98,-106,4
wpb,USA,-1975000,575000,15,0,0,0,0,17,-17,2,2,-4,1,56,-57,1,0,0,1,62,-22,-38,-3,8,15,-24
wpb,USA,-1975000,550000,14,0,0,0,0,1,-1,0,0,0,1,0,32,-23,-9,0,1,-1,91,-84,-7,1,2,-4
wpb,USA,-1975000,525000,5,0,0,0,0,0,0,0,0,0,2,0,0,-2,1,-1,0,20,-20,0,0,0,0,0
wpb,USA,-1975000,475000,10,0,0,0,0,0,0,0,0,0,0,23,3,145,-119,-28,69,232,-318,339,-345,-1,0,0
wpb,USA,-1975000,450000,11,0,0,0,0,0,0,0,0,0,0,60,-53,263,-211,13,216,-1,636,232,-1115,22,-62,0
wpb,USA,-1975000,425000,12,0,0,0,0,0,0,0,0,0,0,10,31,-2,-26,98,-26,-14,54,842,-635,-212,-2,-118
wpb,USA,-1975000,4e+05,11,0,0,0,0,0,0,0,0,0,0,1,18,191,-112,-97,105,5,49,900,-720,-188,-152,0
wpb,USA,-1975000,375000,12,0,0,0,0,0,0,0,0,0,0,40,327,-241,66,-191,202,-76,-86,513,-205,-193,-6,-150
wpb,USA,-1975000,350000,12,0,0,0,0,0,0,0,0,0,0,60,-12,488,-369,45,-163,360,94,1927,-1764,-246,-366,-54
wpb,USA,-1975000,325000,9,0,0,0,0,0,0,0,0,0,0,14,-14,129,-128,81,-70,70,-82,791,-702,316,-405,0
wpb,USA,-1975000,3e+05,6,0,0,0,0,0,0,0,0,0,0,0,0,7,-5,20,-18,92,-96,438,-438,0,0,0
wpb,USA,-1975000,275000,8,0,0,0,0,0,0,0,0,0,0,1,52,-12,-17,1,-22,4,-7,565,-565,0,0,0
wpb,USA,-1975000,250000,11,0,0,0,0,0,0,0,0,0,0,0,4,75,-75,148,-149,1,1,228,-230,41,-40,-4
wpb,USA,-1975000,225000,9,0,0,0,0,0,0,0,0,0,0,0,0,41,-38,69,-64,-3,12,690,-701,135,-141,0
wpb,USA,-1975000,2e+05,9,0,0,0,0,0,0,0,0,0,0,0,0,37,-35,41,-24,-15,107,1068,-1172,39,-46,0
wpb,USA,-1975000,175000,10,0,0,0,0,0,0,0,0,0,0,0,1,65,-57,7,32,-47,49,906,-930,-8,-18,0
wpb,USA,-1975000,150000,10,0,0,0,0,0,0,0,0,0,0,0,20,-17,-1,2,9,-8,88,1119,-865,-326,-21,0
wpb,USA,-1975000,125000,12,37,-37,0,0,0,0,0,0,0,0,0,38,-24,-11,8,53,-29,-32,1735,-1341,-384,-4,-9
wpb,USA,-1975000,1e+05,12,0,0,0,0,0,0,0,0,0,0,21,17,1,-29,-4,22,68,77,2972,-2348,-724,-7,-66
wpb,USA,-1975000,75000,13,0,0,0,0,0,0,1,10,-11,0,7,2,9,-11,6,2,587,-219,4137,-4003,-447,-70,0
wpb,USA,-1975000,50000,15,0,11,-11,0,0,0,129,-113,-16,0,2,34,-28,20,49,-1,581,241,4032,-3666,-1205,-35,-24
wpb,USA,-1975000,25000,14,0,0,0,0,0,0,9,23,-32,0,1,156,-148,21,107,47,568,127,3184,-3397,-556,-71,-39
wpb,USA,-1975000,0,14,0,0,0,0,0,0,2,26,-28,0,8,11,1,-3,163,140,-284,632,2156,-2455,-172,-194,-3
wpb,USA,-1975000,-25000,12,0,0,0,0,0,0,0,0,0,0,3,2,22,-22,38,69,-94,802,1714,-2405,-112,7,-24
wpb,USA,-1975000,-50000,12,0,0,0,0,0,0,0,0,0,0,1,2,-1,1,27,-8,27,704,1028,-1758,-18,9,-14
