SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
dfb,USA,-1925000,775000,19,1,44,0,-40,0,-3,-2,0,1,1,2,-4,22,-20,5,-2,-3,0,0,9,-8,2,-5
dfb,USA,-1925000,750000,19,17,63,47,-85,3,34,-57,-22,10,-8,-1,6,10,-10,-2,4,-9,1,0,0,0,-1,0
dfb,USA,-1925000,725000,11,0,3,9,-5,-6,26,-23,-4,0,0,0,0,2,-2,4,-4,0,1,7,-7,-1,0,0
dfb,USA,-1900000,1250000,9,1,0,-1,1,3,-4,0,0,5,-5,1,48,-44,-5,0,0,1,-1,0,0,0,0,0
dfb,USA,-1900000,1225000,18,1,0,-2,7,-3,-5,0,0,33,-18,-12,1,29,-22,-7,-3,8,-8,0,1,-2,0,0
dfb,USA,-1900000,1200000,13,2,2,-5,0,2,-2,0,7,0,-1,-6,0,5,-5,1,-1,1,6,-2,-5,0,1,-1
dfb,USA,-1900000,1175000,18,-2,-2,0,0,16,-16,6,54,-5,-10,-44,4,29,-21,-8,-2,-2,5,1,-5,-2,7,-7
dfb,USA,-1900000,1150000,20,2,14,-6,-6,8,-9,19,-12,1,-7,10,-2,10,-16,-3,-2,1,0,7,-9,0,4,-4
dfb,USA,-1900000,1125000,21,8,20,-22,1,-5,4,2,-2,14,-16,3,16,-8,-13,-1,1,7,-4,31,-32,-3,-1,0
dfb,USA,-1900000,1100000,21,6,1,9,-14,0,3,1,2,4,-12,21,8,-13,-16,-1,3,3,-5,9,-6,-4,0,1
dfb,USA,-1900000,1075000,16,4,3,-3,-3,0,0,4,-4,4,-5,0,12,-11,-1,0,0,4,-3,9,-7,-3,1,-1
dfb,USA,-1900000,1050000,16,0,10,-7,-1,0,0,4,-4,0,2,0,4,-3,-4,-1,2,3,-5,17,-17,0,0,0
dfb,USA,-1900000,1025000,20,-1,24,-23,-1,4,-2,6,-2,-1,7,-11,19,4,-20,-2,3,1,-3,4,-4,-3,7,-7
dfb,USA,-1900000,1e+06,13,0,3,-3,0,0,1,-1,3,-1,6,-5,4,-6,21,-19,-1,-1,-1,1,-1,0,0,0
dfb,USA,-1900000,975000,18,2,1,1,-1,-2,6,-5,3,-2,22,-23,11,11,13,-29,-7,-1,0,2,-1,-1,0,0
dfb,USA,-1900000,950000,20,14,3,-12,1,21,-15,-3,9,0,-7,-7,13,-15,9,8,-13,-6,3,4,-5,-2,1,-1
dfb,USA,-1900000,925000,19,0,14,-12,3,2,-3,-4,5,2,-1,5,1,30,0,-25,-12,-1,-2,1,-3,9,-6,-3
dfb,USA,-1900000,9e+05,21,0,17,-13,4,35,-40,7,-3,22,-21,1,-4,55,10,-36,-26,-4,2,1,-6,16,-14,-3
dfb,USA,-1900000,875000,20,0,22,-9,11,1,-25,4,1,7,-8,2,7,3,-8,-5,-2,11,-10,39,-39,47,-44,-5
dfb,USA,-1900000,850000,22,0,13,4,-12,51,-44,-4,-9,2,0,1,7,6,-14,31,-23,-6,-1,-1,2,-2,2,-4
dfb,USA,-1900000,825000,20,1,20,-11,-8,16,-15,0,-2,-1,39,-40,1,3,12,-12,-2,1,1,-2,1,-3,0,0
dfb,USA,-1900000,8e+05,6,-1,0,8,-8,4,-4,0,0,0,1,-1,0,10,-10,0,3,-3,0,0,0,0,0,0
dfb,USA,-1900000,775000,4,-1,2,-2,1,-1,0,0,0,0,0,0,0,0,4,-4,0,0,0,0,0,0,0,0
dfb,USA,-1875000,1300000,8,0,2,-2,0,1,0,-1,4,-2,-2,0,0,0,1,-1,3,-3,0,0,2,-2,0,0
dfb,USA,-1875000,1275000,5,0,2,-2,0,0,0,0,3,-3,5,-5,0,0,2,-2,0,0,1,-1,0,0,0,0
dfb,USA,-1875000,1225000,21,-2,2,0,3,6,-9,3,42,-29,-13,-4,8,10,-14,-4,0,3,-2,0,-2,5,-3,-2
dfb,USA,-1875000,1200000,20,4,-2,3,-2,4,-6,0,12,31,-34,-1,21,4,-29,-2,-2,6,4,-1,-8,-2,0,0
dfb,USA,-1875000,1175000,22,7,-1,2,-4,3,-5,0,7,-3,-2,6,1,12,-17,-4,1,-1,7,6,-14,7,12,-20
dfb,USA,-1875000,1150000,20,10,-4,31,-32,-1,-1,-1,8,20,-14,-11,14,-1,-14,-2,4,5,-10,5,-6,0,4,-4
dfb,USA,-1875000,1125000,14,2,-2,11,-11,3,0,-3,1,1,3,0,0,0,-5,0,6,0,-6,6,-5,-1,0,0
dfb,USA,-1875000,1100000,15,5,5,-7,-3,0,42,-30,-12,0,4,-2,27,-28,2,-2,-1,0,0,36,-18,-17,9,-10
dfb,USA,-1875000,1075000,21,1,1,-1,2,15,-12,18,-14,-2,-7,9,-4,-5,-1,0,-1,3,-2,25,-24,0,-2,0
dfb,USA,-1875000,1050000,18,4,0,-4,0,1,2,-2,2,-3,3,-1,3,2,-2,-4,0,-1,1,0,24,-2,-18,-5
dfb,USA,-1875000,1025000,12,1,5,-6,2,8,-5,-5,19,-5,-11,-1,35,-32,-1,-4,0,0,0,0,0,0,0,0
dfb,USA,-1875000,1e+06,9,2,-2,0,0,0,1,-1,10,-9,3,-4,1,0,-1,0,1,-1,0,0,2,-2,0,0
dfb,USA,-1875000,975000,23,13,-10,5,-6,-1,0,6,11,-16,7,-3,21,61,-38,-26,-17,-6,2,1,-4,0,2,-3
dfb,USA,-1875000,950000,21,14,1,-4,-1,-7,-1,-3,26,-8,-14,1,269,-196,-15,31,-90,7,-5,-5,0,-1,214,-214
dfb,USA,-1875000,925000,22,1,35,19,-51,23,-22,28,-32,1,22,-14,16,27,-40,-1,3,17,-17,-2,-3,-10,18,-14
dfb,USA,-1875000,9e+05,20,0,13,-1,-11,28,-16,-9,-4,2,1,-1,3,17,-17,-1,35,78,-115,8,-9,1,-1,-1
dfb,USA,-1875000,875000,17,-2,11,-5,-5,4,-4,10,-11,3,-3,0,0,6,-1,-3,4,-3,-3,3,-1,-1,0,-1
