SPECIES,SOURCE,X,Y,DEF,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
wsbw,CA,-1753963.8779,1680940.4511,17,0,0,842,105,277,-176,665,-404,-365,202,-368,606,-1336,143,190,-326,-55,0,4,119,20
wsbw,CA,-1728963.8779,1680940.4511,14,0,0,469,37,468,-101,-62,75,360,-121,-154,417,-1307,24,189,-247,-47,0,0,0,0
wsbw,CA,-1703963.8779,1680940.4511,3,0,0,0,12,-12,0,0,0,1,-1,0,23,-23,0,0,0,0,0,0,0,0
wsbw,CA,-1853963.8779,1705940.4511,3,0,0,0,0,0,0,1,16,-13,-4,0,0,0,0,0,0,0,0,0,0,0
wsbw,CA,-1828963.8779,1705940.4511,7,0,0,0,0,43,283,194,-32,-174,-39,-275,153,-153,0,0,0,0,0,0,0,0
wsbw,CA,-1803963.8779,1705940.4511,9,0,0,0,0,199,245,-105,-81,-12,151,-353,285,-310,-19,0,0,0,0,0,0,0
wsbw,CA,-1753963.8779,1705940.4511,13,0,0,32,80,146,-211,116,-32,85,-52,185,62,-398,44,40,-97,0,0,0,0,0
wsbw,CA,-1728963.8779,1705940.4511,14,0,0,45,180,355,-336,-101,51,425,-113,76,111,-586,109,36,-236,-16,0,0,0,0
wsbw,CA,-1753963.8779,1730940.4511,5,0,0,0,0,0,0,0,0,210,-188,96,134,-231,-21,0,0,0,0,0,0,0
wsbw,CA,-1728963.8779,1730940.4511,6,0,0,0,0,0,0,0,0,108,-104,167,144,-308,-5,-2,0,0,0,0,0,0
