SPECIES,SOURCE,X,Y,DEF,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
dfb,CA,-1578963.8779,1405940.4511,12,1,-1,0,0,2,-2,0,0,0,4,-3,-1,1,0,-1,1,1,6,-4,3,0
dfb,CA,-1553963.8779,1405940.4511,4,0,0,0,0,0,1,-1,0,2,-2,1,-1,0,0,0,0,0,3,-3,0,0
dfb,CA,-1528963.8779,1405940.4511,9,0,0,0,0,0,0,0,0,3,-3,0,0,0,4,0,-1,3,11,-14,4,-6
dfb,CA,-1503963.8779,1405940.4511,13,0,0,0,0,0,1,0,0,2,1,-1,-2,-1,0,2,-2,8,1,-5,-3,1
dfb,CA,-1478963.8779,1405940.4511,4,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,-1,1,-1,1,-1,0,0
dfb,CA,-1428963.8779,1405940.4511,3,0,0,0,0,0,3,-3,0,0,0,0,0,0,0,1,-1,0,0,0,0,2
dfb,CA,-1403963.8779,1405940.4511,9,22,-15,-7,1,-1,0,4,-4,3,-3,1,-1,0,0,0,0,0,0,1,4,-1
dfb,CA,-1378963.8779,1405940.4511,12,0,0,0,0,0,1,14,7,26,-43,6,-4,-1,-2,-1,-3,0,0,0,1,1
dfb,CA,-2003963.8779,1430940.4511,5,0,0,0,0,0,0,0,0,0,0,0,1,-1,6,-6,0,0,9,-9,2,21
dfb,CA,-1903963.8779,1430940.4511,5,0,0,0,0,0,0,0,2,-2,0,0,0,0,1,-1,2,-2,0,0,1,0
dfb,CA,-1878963.8779,1430940.4511,3,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,1,-1,12,-12
dfb,CA,-1803963.8779,1430940.4511,12,8,-5,-2,1,2,-3,-1,2,-2,7,-7,0,11,-11,6,22,-26,-2,0,0,0
dfb,CA,-1778963.8779,1430940.4511,17,27,-26,-1,1,11,-3,-8,12,-9,-3,9,-10,1,-1,2,24,-21,2,-2,-5,1
dfb,CA,-1753963.8779,1430940.4511,6,0,1,-1,0,0,0,0,0,0,2,-2,0,0,0,2,-2,2,0,-2,1,-1
dfb,CA,-1703963.8779,1430940.4511,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,-4,0,1
dfb,CA,-1678963.8779,1430940.4511,11,0,0,1,4,-5,0,0,0,0,0,0,0,2,-1,6,14,-6,14,-19,-2,-5
dfb,CA,-1653963.8779,1430940.4511,13,0,0,-1,0,0,0,0,0,0,0,1,0,1,1,3,6,2,-3,-7,0,-4
dfb,CA,-1628963.8779,1430940.4511,12,2,1,-3,1,-1,0,0,0,0,0,7,-6,1,4,-5,0,-1,0,3,-1,2
dfb,CA,-1603963.8779,1430940.4511,8,-1,4,-4,0,1,-1,0,0,0,0,0,0,0,0,0,0,3,-2,0,1,4
dfb,CA,-1578963.8779,1430940.4511,10,0,7,-6,0,-1,0,0,0,0,0,3,-1,3,-4,-1,0,0,4,-3,2,-3
dfb,CA,-1553963.8779,1430940.4511,5,0,0,0,0,0,0,1,-1,0,0,0,1,-1,1,-1,0,0,5,-3,-2,0
dfb,CA,-1528963.8779,1430940.4511,6,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,-8,1,0
dfb,CA,-1503963.8779,1430940.4511,12,1,-1,0,0,0,0,0,0,4,5,-9,0,3,-1,4,-4,11,-10,3,-3,0
dfb,CA,-1428963.8779,1430940.4511,5,0,2,-2,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,2
dfb,CA,-1403963.8779,1430940.4511,10,2,2,-4,0,0,0,0,0,0,0,4,0,1,0,-5,0,1,-1,3,-1,8
dfb,CA,-2053963.8779,1455940.4511,3,0,0,0,0,0,0,0,0,0,0,0,0,24,-24,0,7,-7,0,3,-3,0
dfb,CA,-2028963.8779,1455940.4511,4,0,0,0,0,0,0,0,0,0,0,60,-60,0,1,-1,0,0,0,1,-1,2
dfb,CA,-1953963.8779,1455940.4511,3,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,2,4,-6,0,0
dfb,CA,-1903963.8779,1455940.4511,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,-1,0,0,0
dfb,CA,-1853963.8779,1455940.4511,6,0,0,0,0,19,-8,-8,5,-8,2,-2,0,0,0,0,0,0,0,0,4,-4
dfb,CA,-1828963.8779,1455940.4511,11,0,0,0,1,9,-8,6,-8,4,15,9,-28,0,5,-3,-1,-1,4,-4,0,0
dfb,CA,-1803963.8779,1455940.4511,6,-1,0,0,0,5,-4,-1,0,0,5,-5,0,0,0,0,18,-18,0,0,0,1
dfb,CA,-1778963.8779,1455940.4511,3,0,6,-6,0,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfb,CA,-1753963.8779,1455940.4511,3,0,0,2,-2,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-2,0,0
dfb,CA,-1728963.8779,1455940.4511,5,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,-1,-1
dfb,CA,-1703963.8779,1455940.4511,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,5,-6,0
dfb,CA,-1678963.8779,1455940.4511,8,0,1,-1,0,0,0,0,0,0,1,-1,0,0,0,0,2,2,19,-9,-5,-5
dfb,CA,-1653963.8779,1455940.4511,10,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,7,-3,-5,11,-5,-2,1
dfb,CA,-1628963.8779,1455940.4511,14,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,0,-3
dfb,CA,-1603963.8779,1455940.4511,11,5,2,-4,-3,1,-1,0,0,0,0,2,-2,0,0,2,-2,1,1,0,2,7
dfb,CA,-1578963.8779,1455940.4511,9,2,1,-3,0,2,-2,0,0,1,-1,1,-1,1,-1,0,0,0,0,1,1,-1
dfb,CA,-1553963.8779,1455940.4511,5,0,1,-1,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,11,-8,0,-3
dfb,CA,-1528963.8779,1455940.4511,12,0,1,-1,6,-5,1,-2,0,2,-2,5,-4,-1,0,0,0,3,9,-9,2,-2
dfb,CA,-1503963.8779,1455940.4511,4,0,0,0,0,0,4,-4,0,6,-6,3,-3,0,0,0,0,1,-1,0,0,0
dfb,CA,-1428963.8779,1455940.4511,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-3,2,4
dfb,CA,-1403963.8779,1455940.4511,4,0,0,0,0,0,0,0,0,0,0,4,-2,-2,2,-1,-1,0,0,0,0,0
dfb,CA,-1978963.8779,1480940.4511,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-14,0,0,0,13,-12,-1
dfb,CA,-1953963.8779,1480940.4511,6,0,0,0,0,0,0,0,0,0,0,20,-16,1,-5,1,-1,0,0,1,1,-2
dfb,CA,-1853963.8779,1480940.4511,5,0,0,0,0,7,-6,-1,0,0,0,0,0,0,1,0,-1,1,-1,0,0,0
dfb,CA,-1828963.8779,1480940.4511,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,-8,1,-1,9,-9
dfb,CA,-1803963.8779,1480940.4511,9,0,4,-4,1,1,-2,0,0,0,0,0,0,1,1,5,1,-3,0,-5,0,0
dfb,CA,-1778963.8779,1480940.4511,9,0,2,0,-1,-1,0,0,0,0,3,-3,0,1,-1,0,4,-4,3,-3,2,-1
dfb,CA,-1753963.8779,1480940.4511,10,0,3,1,-2,3,-5,0,0,0,1,0,-1,0,0,0,3,-3,1,-1,1,2
dfb,CA,-1728963.8779,1480940.4511,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-2,0
dfb,CA,-1703963.8779,1480940.4511,3,0,0,0,0,0,0,0,0,0,6,-5,1,-2,0,0,0,0,0,0,0,0
dfb,CA,-1678963.8779,1480940.4511,5,0,0,0,0,0,0,0,1,1,-2,2,-2,0,0,0,1,-1,0,0,0,1
dfb,CA,-1653963.8779,1480940.4511,12,-1,0,0,0,0,0,4,1,13,-8,-7,0,-3,0,0,0,6,-4,0,4,1
dfb,CA,-1628963.8779,1480940.4511,12,0,2,-2,3,-1,-2,0,3,-3,1,0,1,-2,4,-2,-1,0,1,-2,0,0
dfb,CA,-1603963.8779,1480940.4511,8,0,0,1,1,-2,0,0,0,2,-1,-1,0,0,0,0,0,1,2,-1,-2,1
dfb,CA,-1578963.8779,1480940.4511,13,0,1,-1,2,-2,0,0,0,4,-4,2,1,-1,-1,-1,1,6,-3,-2,-1,0
dfb,CA,-1553963.8779,1480940.4511,6,0,0,0,0,0,0,0,0,0,0,0,0,1,7,-8,1,-1,9,-8,-1,1
dfb,CA,-1528963.8779,1480940.4511,3,0,0,0,0,0,6,-6,0,8,-8,1,-1,0,0,0,0,0,0,0,0,0
